Whisk_Name,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile
DALMORE 12 YEAR SHERRY CASK SELECT,https://distiller.com/spirits/dalmore-12-year-sherry-cask-select,26,The Dalmore,spirit-cost cost-4,12 YEAR,43.0,RICH,"{""smoky"":0,""peaty"":0,""spicy"":25,""herbal"":10,""oily"":10,""full_bodied"":30,""rich"":45,""sweet"":25,""briny"":0,""salty"":0,""vanilla"":25,""tart"":20,""fruity"":40,""floral"":10}"
MACALLAN TRIPLE CASK MATURED 15,https://distiller.com/spirits/macallan-triple-cask-matured-15,24,,spirit-cost cost-4,15,43.0,NA,NA
LAPHROAIG 10 YEAR CASK STRENGTH BATCH 9,https://distiller.com/spirits/laphroaig-10-year-cask-strength-batch-9,24,,spirit-cost cost-4,10,58.1,NA,NA
FORAGER'S KEEP 26 YEAR,https://distiller.com/spirits/forager-s-keep-26-year,28,Orphan Barrel Whisky Co.,spirit-cost cost-5,26 YEAR,48.0,RICH & FULL BODIED,"{""smoky"":25,""peaty"":25,""spicy"":30,""herbal"":0,""oily"":35,""full_bodied"":55,""rich"":60,""sweet"":50,""briny"":15,""salty"":15,""vanilla"":25,""tart"":20,""fruity"":20,""floral"":10}"
BALBLAIR 15 YEAR,https://distiller.com/spirits/balblair-15-year,25,Balblair,spirit-cost cost-4,15 YEAR,46.0,SPICY,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":0,""oily"":20,""full_bodied"":20,""rich"":0,""sweet"":0,""briny"":0,""salty"":0,""vanilla"":0,""tart"":0,""fruity"":20,""floral"":0}"
LONGROW 13 YEAR RED MALBEC CASK,https://distiller.com/spirits/longrow-13-year-red-malbec-cask,25,,spirit-cost cost-3,13,51.3,NA,NA
GLENMORANGIE THE QUARTER CENTURY 25 YEAR,https://distiller.com/spirits/glenmorangie-the-quarter-century-25-year,27,Glenmorangie,spirit-cost cost-5,25 YEAR,43.0,FRUITY & FLORAL,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":20,""oily"":45,""full_bodied"":55,""rich"":50,""sweet"":65,""briny"":0,""salty"":20,""vanilla"":65,""tart"":50,""fruity"":70,""floral"":65}"
THE GLENROTHES 1991,https://distiller.com/spirits/the-glenrothes-1991,24,The Glenrothes,spirit-cost cost-4,14 YEAR,43.0,RICH & FULL BODIED,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":50,""oily"":60,""full_bodied"":90,""rich"":90,""sweet"":80,""briny"":30,""salty"":20,""vanilla"":70,""tart"":40,""fruity"":70,""floral"":50}"
JURA 1984,https://distiller.com/spirits/jura-1984,24,Jura,spirit-cost cost-5,30 YEAR,44.0,RICH & FULL BODIED,"{""smoky"":20,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":40,""full_bodied"":90,""rich"":90,""sweet"":80,""briny"":20,""salty"":20,""vanilla"":50,""tart"":30,""fruity"":80,""floral"":40}"
CARDHU SPECIAL CASK RESERVE,https://distiller.com/spirits/cardhu-special-cask-reserve,24,Cardhu,spirit-cost cost-4,NAS,40.0,NA,NA
KIRKLAND SIGNATURE 23 YEAR SPEYSIDE SHERRY CASK FINISH,https://distiller.com/spirits/kirkland-signature-23-year-speyside-sherry-cask-finish,22,,spirit-cost cost-3,23,46.0,NA,NA
BEN BRACKEN HIGHLAND SINGLE MALT,https://distiller.com/spirits/ben-bracken-highland-single-malt,22,,spirit-cost cost-1,,40.0,NA,NA
GLEN TURNER HERITAGE DOUBLE CASK,https://distiller.com/spirits/glen-turner-heritage-double-cask,26,,spirit-cost cost-4,,40.0,NA,NA
GLENTURRET SHERRY,https://distiller.com/spirits/glenturret-sherry,24,,spirit-cost cost-2,,43.0,NA,NA
GLEN KEITH DISTILLERY EDITION,https://distiller.com/spirits/glen-keith-distillery-edition,26,Glen Keith,spirit-cost cost-2,NAS,40.0,SWEET,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":10,""oily"":10,""full_bodied"":30,""rich"":35,""sweet"":45,""briny"":0,""salty"":0,""vanilla"":40,""tart"":15,""fruity"":25,""floral"":10}"
ARRAN MADEIRA CASK FINISH,https://distiller.com/spirits/arran-madeira-cask-finish,22,Arran,spirit-cost cost-2,NAS,50.0,NA,NA
GLEN DEVERON 30 YEAR,https://distiller.com/spirits/glen-deveron-30-year,23,Macduff Distillery,spirit-cost cost-5,30 YEAR,40.0,NA,NA
CRAIGELLACHIE 19 YEAR,https://distiller.com/spirits/craigellachie-19-year,23,Craigellachie,spirit-cost cost-4,19 YEAR,46.0,SPICY,"{""smoky"":20,""peaty"":5,""spicy"":65,""herbal"":50,""oily"":20,""full_bodied"":40,""rich"":40,""sweet"":50,""briny"":5,""salty"":5,""vanilla"":35,""tart"":25,""fruity"":50,""floral"":15}"
GLEN GARIOCH VIRGIN OAK,https://distiller.com/spirits/glen-garioch-virgin-oak,22,Glen Garioch,spirit-cost cost-4,,48.0,SPICY & VANILLA,"{""smoky"":30,""peaty"":0,""spicy"":70,""herbal"":60,""oily"":40,""full_bodied"":50,""rich"":50,""sweet"":50,""briny"":20,""salty"":0,""vanilla"":60,""tart"":50,""fruity"":50,""floral"":20}"
TEANINICH FLORA & FAUNA 10 YEAR,https://distiller.com/spirits/teaninich-10-flora-fauna,22,Teaninich,spirit-cost cost-3,10 YEAR,43.0,OILY,"{""smoky"":15,""peaty"":0,""spicy"":20,""herbal"":15,""oily"":50,""full_bodied"":45,""rich"":40,""sweet"":20,""briny"":25,""salty"":0,""vanilla"":15,""tart"":25,""fruity"":35,""floral"":20}"
GLEN MORAY ELGIN CLASSIC CHARDONNAY CASK FINISH,https://distiller.com/spirits/glen-moray-elgin-classic-chardonnay-cask-finish,35,,spirit-cost cost-3,,40.0,NA,NA
GLENDRONACH PORT WOOD,https://distiller.com/spirits/glendronach-port-wood,35,GlenDronach,spirit-cost cost-4,10 YEAR,46.0,FRUITY & RICH,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":10,""oily"":50,""full_bodied"":80,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":40,""tart"":60,""fruity"":90,""floral"":30}"
MACALLAN ENIGMA,https://distiller.com/spirits/macallan-enigma,34,The Macallan,spirit-cost cost-5,NAS,44.9,SWEET,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":30,""oily"":25,""full_bodied"":25,""rich"":40,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":30,""tart"":25,""fruity"":30,""floral"":10}"
GLENDRONACH TAWNY PORT FINISH 15 YEAR,https://distiller.com/spirits/glendronach-tawny-port-finish-15-year,34,GlenDronach,spirit-cost cost-2,15 YEAR,46.0,RICH & SWEET,"{""smoky"":25,""peaty"":0,""spicy"":65,""herbal"":15,""oily"":45,""full_bodied"":80,""rich"":85,""sweet"":80,""briny"":10,""salty"":30,""vanilla"":50,""tart"":0,""fruity"":75,""floral"":20}"
THE BALVENIE TUN 1509 BATCH 2,https://distiller.com/spirits/the-balvenie-tun-1509-batch-2,33,The Balvenie,spirit-cost cost-5,NAS,50.3,RICH & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":20,""oily"":20,""full_bodied"":60,""rich"":70,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":50,""tart"":0,""fruity"":40,""floral"":30}"
