Whisk_Name,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile
ISLAY STORM,https://distiller.com/spirits/islay-storm,68,Trader Joe's,spirit-cost cost-1,NAS,40.0,NA,NA
THE SINGLETON OF GLENDULLAN 18 YEAR,https://distiller.com/spirits/the-singleton-of-glendullan-18-year,64,The Singleton,spirit-cost cost-3,18 YEAR,40.0,SWEET,"{""smoky"":15,""peaty"":0,""spicy"":25,""herbal"":20,""oily"":35,""full_bodied"":45,""rich"":40,""sweet"":45,""briny"":10,""salty"":0,""vanilla"":40,""tart"":15,""fruity"":15,""floral"":10}"
TOMINTOUL 12 YEAR OLOROSO CASK FINISH,https://distiller.com/spirits/tomintoul-12-oloroso-finish,67,Tomintoul,spirit-cost cost-3,12 YEAR,40.0,RICH & FULL BODIED,"{""smoky"":0,""peaty"":0,""spicy"":15,""herbal"":0,""oily"":20,""full_bodied"":80,""rich"":80,""sweet"":75,""briny"":0,""salty"":0,""vanilla"":5,""tart"":0,""fruity"":30,""floral"":0}"
BENRIACH 20 YEAR,https://distiller.com/spirits/benriach-20-year,65,Benriach,spirit-cost cost-4,20,46.0,FRUITY & VANILLA,"{""smoky"":50,""peaty"":10,""spicy"":50,""herbal"":10,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":10,""salty"":20,""vanilla"":70,""tart"":50,""fruity"":70,""floral"":30}"
THE SINGLETON OF GLEN ORD 18 YEAR,https://distiller.com/spirits/the-singleton-of-glen-ord-18,65,The Singleton,spirit-cost cost-4,18 YEAR,40.0,NA,NA
DAILUAINE 16 YEAR FLORA & FAUNA,https://distiller.com/spirits/dailuaine-16-year-flora-fauna,67,Dailuaine,spirit-cost cost-3,16 YEAR,43.0,FRUITY & TART,"{""smoky"":45,""peaty"":0,""spicy"":15,""herbal"":15,""oily"":20,""full_bodied"":50,""rich"":50,""sweet"":45,""briny"":15,""salty"":15,""vanilla"":55,""tart"":60,""fruity"":80,""floral"":55}"
THE GLENLIVET MASTER DISTILLER'S RESERVE SMALL BATCH,https://distiller.com/spirits/the-glenlivet-master-distiller-s-reserve-small-batch,64,The Glenlivet,spirit-cost cost-4,NAS,40.0,NA,NA
ANCNOC 18 YEAR,https://distiller.com/spirits/ancnoc-18-year,67,anCnoc,spirit-cost cost-4,18 YEARS,46.0,SWEET & RICH,"{""smoky"":15,""peaty"":0,""spicy"":25,""herbal"":0,""oily"":20,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":0,""salty"":10,""vanilla"":15,""tart"":10,""fruity"":40,""floral"":0}"
TOMINTOUL SPEYSIDE GLENLIVET 14 YEAR,https://distiller.com/spirits/tomintoul-14-speyside-glenlivet,63,Tomintoul,spirit-cost cost-3,14 YEAR,46.0,SWEET & RICH,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":10,""oily"":10,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":10,""tart"":0,""fruity"":15,""floral"":15}"
GLEN GRANT 16 YEAR,https://distiller.com/spirits/glen-grant-16-year,63,Glen Grant,spirit-cost cost-3,16,43.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":0,""spicy"":40,""herbal"":40,""oily"":30,""full_bodied"":70,""rich"":60,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":60,""tart"":40,""fruity"":80,""floral"":50}"
ABERLOUR A'BUNADH ALBA,https://distiller.com/spirits/aberlour-a-bunadh-alba,63,Aberlour,spirit-cost cost-4,NAS,57.1,NA,NA
GLENFARCLAS 18 YEAR,https://distiller.com/spirits/glenfarclas-18-year,65,Glenfarclas,spirit-cost cost-4,18 YEAR,43.0,FRUITY & TART,"{""smoky"":0,""peaty"":0,""spicy"":55,""herbal"":45,""oily"":20,""full_bodied"":55,""rich"":20,""sweet"":50,""briny"":15,""salty"":0,""vanilla"":60,""tart"":65,""fruity"":70,""floral"":40}"
JURA TURAS-MARA,https://distiller.com/spirits/jura-turas-mara,63,Jura,spirit-cost cost-2,NAS,42.0,NA,NA
GLENCADAM 15 YEAR,https://distiller.com/spirits/glencadam-15-year,69,Glencadam,spirit-cost cost-4,15 YEAR,46.0,NA,NA
BRUICHLADDICH THE LADDIE 8 YEAR,https://distiller.com/spirits/bruichladdich-the-laddie-8-year,62,Bruichladdich,spirit-cost cost-3,8 YEAR,50.0,FRUITY & SPICY,"{""smoky"":5,""peaty"":0,""spicy"":70,""herbal"":50,""oily"":40,""full_bodied"":40,""rich"":50,""sweet"":60,""briny"":10,""salty"":20,""vanilla"":60,""tart"":45,""fruity"":70,""floral"":65}"
GLENMORANGIE TÚSAIL,https://distiller.com/spirits/glenmorangie-tusail,62,Glenmorangie,spirit-cost cost-4,NAS,46.0,SWEET & TART,"{""smoky"":0,""peaty"":0,""spicy"":55,""herbal"":45,""oily"":15,""full_bodied"":60,""rich"":10,""sweet"":75,""briny"":5,""salty"":5,""vanilla"":65,""tart"":70,""fruity"":60,""floral"":48}"
THE GLENLIVET DISTILLER’S RESERVE TRIPLE CASK MATURED,https://distiller.com/spirits/the-glenlivet-distiller-s-reserve-triple-cask-matured,62,,spirit-cost cost-2,,,NA,NA
AULTMORE 18 YEAR,https://distiller.com/spirits/aultmore-18-year,62,Aultmore,spirit-cost cost-4,18 YEAR,46.0,RICH & SWEET,"{""smoky"":10,""peaty"":0,""spicy"":30,""herbal"":50,""oily"":50,""full_bodied"":60,""rich"":70,""sweet"":60,""briny"":0,""salty"":10,""vanilla"":40,""tart"":10,""fruity"":30,""floral"":30}"
MORTLACH 15 YEAR (GAME OF THRONES SIX KINGDOMS),https://distiller.com/spirits/mortlach-15-year-game-of-thrones-six-kingdoms,64,Mortlach,spirit-cost cost-4,15 YEAR,46.0,RICH & SWEET,"{""smoky"":10,""peaty"":0,""spicy"":45,""herbal"":20,""oily"":55,""full_bodied"":60,""rich"":65,""sweet"":60,""briny"":20,""salty"":5,""vanilla"":50,""tart"":15,""fruity"":25,""floral"":25}"
THE GLENLIVET FIRST FILL 12 YEAR,https://distiller.com/spirits/the-glenlivet-first-fill-12-year,58,,spirit-cost cost-2,12,86.4,NA,NA
GLEN FOHDRY AITEAL AN ÒIR 12 YEAR,https://distiller.com/spirits/glen-fohdry-aiteal-an-oir-12-year,60,Glen Fohdry,spirit-cost cost-2,12 YEAR,47.1,NA,NA
HAZELBURN 13 YEAR OLOROSO CASK MATURED,https://distiller.com/spirits/hazelburn-13-year-oloroso-cask-matured,72,Hazelburn,spirit-cost cost-4,13 YEAR,47.1,NA,NA
THE ILEACH CASK STRENGTH,https://distiller.com/spirits/the-ileach-cask-strength,65,The Ileach,spirit-cost cost-2,NAS,58.0,NA,NA
THE MACALLAN ESTATE RESERVE 1824 SERIES,https://distiller.com/spirits/the-macallan-estate-reserve-1824-series,58,The Macallan,spirit-cost cost-5,NAS,45.7,NA,NA
MACALLAN 12 YEAR OLD,https://distiller.com/spirits/macallan-12-year-old,58,,spirit-cost cost-5,12,40.0,NA,NA
GLENDRONACH REVIVAL 15 YEAR (2018 RELEASE),https://distiller.com/spirits/glendronach-revival-15-year-2018-release,59,GlenDronach,spirit-cost cost-4,15 YEAR,46.0,FRUITY,"{""smoky"":20,""peaty"":0,""spicy"":15,""herbal"":0,""oily"":25,""full_bodied"":45,""rich"":40,""sweet"":35,""briny"":0,""salty"":0,""vanilla"":10,""tart"":25,""fruity"":45,""floral"":0}"
TOMATIN CASK STRENGTH,https://distiller.com/spirits/tomatin-cask-strength,61,Tomatin,spirit-cost cost-3,NAS,57.5,FRUITY,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":0,""oily"":0,""full_bodied"":20,""rich"":15,""sweet"":10,""briny"":0,""salty"":0,""vanilla"":0,""tart"":0,""fruity"":35,""floral"":0}"
ARRAN CASK STRENGTH 12 YEAR BATCH 3,https://distiller.com/spirits/arran-cask-strength-12-year,56,,spirit-cost cost-3,12 YEAR,53.9,RICH & FULL BODIED,"{""smoky"":25,""peaty"":0,""spicy"":86,""herbal"":64,""oily"":83,""full_bodied"":86,""rich"":86,""sweet"":82,""briny"":60,""salty"":62,""vanilla"":81,""tart"":40,""fruity"":84,""floral"":69}"
TAMNAVULIN SHERRY CASK EDITION,https://distiller.com/spirits/tamnavulin-sherry-cask-edition,59,Tamnavulin,spirit-cost cost-2,NAS,40.0,FRUITY,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":15,""oily"":30,""full_bodied"":35,""rich"":35,""sweet"":25,""briny"":10,""salty"":0,""vanilla"":25,""tart"":20,""fruity"":35,""floral"":10}"
GLEN MORAY ELGIN HERITAGE 12 YEAR,https://distiller.com/spirits/glen-moray-12-year-elgin-heritage,59,Glen Moray,spirit-cost cost-2,12 YEAR,40.0,NA,NA
THE SINGLETON OF DUFFTOWN MALT MASTER'S SELECTION,https://distiller.com/spirits/the-singleton-of-dufftown-malt-master-s-selection,57,The Singleton,spirit-cost cost-2,NAS,40.0,NA,NA
GLENFIDDICH GRAND CRU 23 YEAR,https://distiller.com/spirits/glenfiddich-grand-cru-23-year,57,Glenfiddich,spirit-cost cost-5,23 YEAR,40.0,SWEET & RICH,"{""smoky"":5,""peaty"":0,""spicy"":25,""herbal"":30,""oily"":50,""full_bodied"":65,""rich"":65,""sweet"":75,""briny"":15,""salty"":10,""vanilla"":55,""tart"":20,""fruity"":35,""floral"":25}"
GLEN MORAY 16 YEAR,https://distiller.com/spirits/glen-moray-16-year,58,Glen Moray,spirit-cost cost-2,16 YEAR,40.0,NA,NA
TAMDHU BATCH STRENGTH BATCH 001,https://distiller.com/spirits/tamdhu-batch-strength-1,57,Tamdhu,spirit-cost cost-4,NAS,58.8,SWEET & RICH,"{""smoky"":0,""peaty"":0,""spicy"":15,""herbal"":0,""oily"":10,""full_bodied"":50,""rich"":65,""sweet"":75,""briny"":0,""salty"":0,""vanilla"":50,""tart"":0,""fruity"":60,""floral"":20}"
ANCNOC 24 YEAR,https://distiller.com/spirits/ancnoc-24-year,56,anCnoc,spirit-cost cost-5,24 YEARS,46.0,RICH & FULL BODIED,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":0,""oily"":15,""full_bodied"":80,""rich"":85,""sweet"":75,""briny"":0,""salty"":0,""vanilla"":40,""tart"":0,""fruity"":40,""floral"":5}"
THE MACALLAN FINE OAK 25 YEAR,https://distiller.com/spirits/the-macallan-fine-oak-25,56,The Macallan,spirit-cost cost-5,25 YEAR,43.0,FRUITY & SWEET,"{""smoky"":40,""peaty"":0,""spicy"":50,""herbal"":20,""oily"":50,""full_bodied"":80,""rich"":90,""sweet"":90,""briny"":0,""salty"":20,""vanilla"":50,""tart"":40,""fruity"":90,""floral"":60}"
BENRIACH 15 YEAR TAWNY PORT FINISH,https://distiller.com/spirits/benriach-15-year-tawny-port-finish,56,Benriach,spirit-cost cost-4,15,46.0,FRUITY & FLORAL,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":40,""full_bodied"":50,""rich"":50,""sweet"":50,""briny"":0,""salty"":10,""vanilla"":30,""tart"":40,""fruity"":80,""floral"":60}"
THE GLENROTHES ALBA RESERVE,https://distiller.com/spirits/the-glenrothes-alba-reserve,55,The Glenrothes,spirit-cost cost-2,N/A,40.0,FRUITY & VANILLA,"{""smoky"":20,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":20,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":70,""tart"":30,""fruity"":70,""floral"":10}"
FETTERCAIRN 12 YEAR,https://distiller.com/spirits/fettercairn-12-year,59,Fettercairn,spirit-cost cost-3,12 YEAR,40.0,SWEET,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":15,""oily"":25,""full_bodied"":25,""rich"":20,""sweet"":35,""briny"":0,""salty"":0,""vanilla"":30,""tart"":10,""fruity"":15,""floral"":10}"
GLEN SCOTIA 18 YEAR,https://distiller.com/spirits/glen-scotia-18-year,59,Glen Scotia,spirit-cost cost-4,18 YEAR,46.0,NA,NA
BRUICHLADDICH THE LADDIE 10 YEAR (2ND EDITION),https://distiller.com/spirits/bruichladdich-the-laddie-10-year-2nd-edition,58,Bruichladdich,spirit-cost cost-4,10 YEAR,50.0,RICH & FLORAL,"{""smoky"":20,""peaty"":0,""spicy"":30,""herbal"":20,""oily"":30,""full_bodied"":60,""rich"":70,""sweet"":60,""briny"":30,""salty"":30,""vanilla"":60,""tart"":40,""fruity"":50,""floral"":60}"
"DALWHINNIE, HIGHLAND SINGLE MALT SCOTCH WHISKY 15 YEARS (NOT PEATED!)",https://distiller.com/spirits/dalwhinnie-highland-single-malt-scotch-whisky-15-years-not-peated,55,,spirit-cost cost-2,15,43.0,NA,NA
THE MACALLAN RARE CASK BLACK,https://distiller.com/spirits/the-macallan-rare-cask-black,54,The Macallan,spirit-cost cost-5,NAS,48.0,NA,NA
THE GLENROTHES ROBUR RESERVE,https://distiller.com/spirits/the-glenrothes-rober-reserve,59,The Glenrothes,spirit-cost cost-2,NAS,40.0,VANILLA,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":10,""oily"":25,""full_bodied"":25,""rich"":20,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":40,""tart"":20,""fruity"":25,""floral"":10}"
BALBLAIR 2003 1ST RELEASE,https://distiller.com/spirits/balblair-2003-1st-release,53,Balblair,spirit-cost cost-3,NAS,46.0,FULL BODIED,"{""smoky"":30,""peaty"":0,""spicy"":20,""herbal"":5,""oily"":0,""full_bodied"":40,""rich"":30,""sweet"":35,""briny"":0,""salty"":0,""vanilla"":25,""tart"":5,""fruity"":35,""floral"":5}"
GLENGOYNE 17 YEAR,https://distiller.com/spirits/glengoyne-17,55,Glengoyne,spirit-cost cost-3,17 YEAR,43.0,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":0,""salty"":20,""vanilla"":50,""tart"":50,""fruity"":80,""floral"":20}"
MCCLELLAND'S SINGLE MALT LOWLAND,https://distiller.com/spirits/mcclelland-s-single-malt-lowland,55,McClelland's,spirit-cost cost-1,,40.0,SWEET,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":10,""oily"":0,""full_bodied"":40,""rich"":35,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":15,""tart"":0,""fruity"":30,""floral"":20}"
BENRIACH 15 YEAR PEDRO XIMENEZ FINISH,https://distiller.com/spirits/benriach-15-year-pedro-ximenez-finish,53,Benriach,spirit-cost cost-4,15,46.0,FRUITY & SWEET,"{""smoky"":20,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":30,""full_bodied"":70,""rich"":70,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":40,""tart"":40,""fruity"":80,""floral"":20}"
TOMATIN DUALCHAS,https://distiller.com/spirits/tomatin-dualchas,46,,spirit-cost cost-2,,43.0,NA,NA
MACALLAN CLASSIC CUT (2018 RELEASE),https://distiller.com/spirits/the-macallan-classic-cut-2018,41,The Macallan,spirit-cost cost-4,NAS,51.2,NA,NA
ARRAN THE BOTHY QUARTER CASK BATCH 1,https://distiller.com/spirits/arran-the-bothy-quarter-cask,45,Arran,spirit-cost cost-3,NAS,55.7,NA,NA
BENROMACH 100° PROOF,https://distiller.com/spirits/benromach-10-year-100-proof,42,Benromach,spirit-cost cost-3,10 YEAR,57.0,NA,NA
BRUICHLADDICH BERE BARLEY 2008,https://distiller.com/spirits/bruichladdich-bere-barley-2008,45,Bruichladdich,spirit-cost cost-3,NAS,50.0,NA,NA
LONGMORN 15 YEAR,https://distiller.com/spirits/longmorn-15-year-old,42,Longmorn,spirit-cost cost-5,15,45.0,NA,NA
LAGAVULIN DISTILLERS EDITION (DISTILLED 2003 BOTTLED 2019),https://distiller.com/spirits/lagavulin-distillers-edition-distilled-2003-bottled-2019,41,,spirit-cost cost-4,16,43.0,NA,NA
BEN BRACKEN SPEYSIDE SINGLE MALT,https://distiller.com/spirits/ben-bracken-speyside-single-malt,50,,spirit-cost cost-2,,,NA,NA
GLENALLACHIE 10 YEAR CASK STRENGTH BATCH 1,https://distiller.com/spirits/the-glenallachie-10-year-cask-strength-batch-1,44,GlenAllachie,spirit-cost cost-3,10 YEAR,57.1,NA,NA
DEANSTON 2008 BORDEAUX RED WINE,https://distiller.com/spirits/deanston-2008-bordeaux-red-wine,43,Deanston,spirit-cost cost-3,9 YEAR,58.7,OILY,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":10,""oily"":50,""full_bodied"":45,""rich"":40,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":35,""tart"":5,""fruity"":40,""floral"":5}"
TULLIBARDINE THE MURRAY,https://distiller.com/spirits/tullibardine-the-murray,47,Tullibardine,spirit-cost cost-3,NAS,56.1,NA,NA
THE DEVERON 18 YEAR,https://distiller.com/spirits/the-deveron-18-year,44,The Deveron,spirit-cost cost-4,18 YEAR,40.0,FRUITY & RICH,"{""smoky"":10,""peaty"":0,""spicy"":40,""herbal"":30,""oily"":60,""full_bodied"":50,""rich"":60,""sweet"":50,""briny"":0,""salty"":10,""vanilla"":40,""tart"":20,""fruity"":70,""floral"":40}"
BENROMACH IMPERIAL PROOF,https://distiller.com/spirits/benromach-imperial-proof,44,Benromach,spirit-cost cost-3,10 YEAR,57.0,RICH & FULL BODIED,"{""smoky"":25,""peaty"":15,""spicy"":50,""herbal"":40,""oily"":35,""full_bodied"":65,""rich"":70,""sweet"":45,""briny"":10,""salty"":10,""vanilla"":30,""tart"":25,""fruity"":45,""floral"":10}"
GLENCADAM 21 YEAR,https://distiller.com/spirits/glencadam-21-year,42,Glencadam,spirit-cost cost-5,21 YEAR,46.0,FULL BODIED,"{""smoky"":30,""peaty"":0,""spicy"":45,""herbal"":20,""oily"":10,""full_bodied"":60,""rich"":50,""sweet"":50,""briny"":20,""salty"":20,""vanilla"":45,""tart"":20,""fruity"":40,""floral"":30}"
KIRKLAND 22 YEAR SPEYSIDE,https://distiller.com/spirits/kirkland-22-year-speyside,43,,spirit-cost cost-3,22,46.0,NA,NA
BALBLAIR 12 YEAR,https://distiller.com/spirits/balblair-12-year,42,Balblair,spirit-cost cost-3,12 YEAR,46.0,FULL BODIED,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":20,""oily"":35,""full_bodied"":40,""rich"":35,""sweet"":30,""briny"":0,""salty"":0,""vanilla"":35,""tart"":25,""fruity"":35,""floral"":10}"
ROYAL BRACKLA 21 YEAR,https://distiller.com/spirits/royal-brackla-21-year,42,Royal Brackla,spirit-cost cost-5,21 YEAR,40.0,RICH & FULL BODIED,"{""smoky"":20,""peaty"":0,""spicy"":10,""herbal"":20,""oily"":50,""full_bodied"":70,""rich"":70,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":40,""tart"":0,""fruity"":50,""floral"":30}"
GLENFIDDICH SNOW PHOENIX,https://distiller.com/spirits/glenfiddich-snow-phoenix,43,Glenfiddich,spirit-cost cost-4,NAS,47.6,FRUITY & RICH,"{""smoky"":20,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":40,""full_bodied"":50,""rich"":75,""sweet"":60,""briny"":10,""salty"":10,""vanilla"":40,""tart"":30,""fruity"":75,""floral"":30}"
THE GLENLIVET ENIGMA,https://distiller.com/spirits/the-glenlivet-enigma,41,The Glenlivet,spirit-cost cost-4,NAS,48.0,NA,NA
THE GLENLIVET CODE,https://distiller.com/spirits/the-glenlivet-code,44,The Glenlivet,spirit-cost cost-4,NAS,48.0,FRUITY & SWEET,"{""smoky"":10,""peaty"":0,""spicy"":20,""herbal"":0,""oily"":30,""full_bodied"":45,""rich"":45,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":15,""tart"":40,""fruity"":80,""floral"":40}"
CAOL ILA 17 YEAR (2015 SPECIAL RELEASE),https://distiller.com/spirits/caol-ila-17-year-2015-special-release,38,Caol Ila,spirit-cost cost-4,17 YEAR,55.9,NA,NA
SPEY RIVER DOUBLE CASK SINGLE MALT,https://distiller.com/spirits/spey-river-double-cask-single-malt,38,Spey River,spirit-cost cost-2,NAS,40.0,FRUITY,"{""smoky"":10,""peaty"":10,""spicy"":30,""herbal"":20,""oily"":10,""full_bodied"":40,""rich"":35,""sweet"":20,""briny"":0,""salty"":40,""vanilla"":45,""tart"":0,""fruity"":60,""floral"":30}"
JURA ELIXIR,https://distiller.com/spirits/jura-elixir,38,Jura,spirit-cost cost-3,12 YEAR,40.0,NA,NA
MORTLACH 18 YEAR,https://distiller.com/spirits/mortlach-18-year,40,Mortlach,spirit-cost cost-5,18 YEARS,43.4,RICH & FULL BODIED,"{""smoky"":10,""peaty"":0,""spicy"":40,""herbal"":5,""oily"":15,""full_bodied"":70,""rich"":75,""sweet"":65,""briny"":0,""salty"":0,""vanilla"":20,""tart"":0,""fruity"":20,""floral"":10}"
BENRIACH SHERRY WOOD 12 YEAR,https://distiller.com/spirits/benriach-sherry-wood-12-year,41,Benriach,spirit-cost cost-3,12 YEAR,46.0,NA,NA
THE SINGLETON OF DUFFTOWN 15 YEAR,https://distiller.com/spirits/the-singleton-of-dufftown-15-year,40,The Singleton,spirit-cost cost-3,15 YEAR,40.0,SWEET,"{""smoky"":5,""peaty"":0,""spicy"":25,""herbal"":15,""oily"":20,""full_bodied"":20,""rich"":25,""sweet"":35,""briny"":0,""salty"":0,""vanilla"":25,""tart"":10,""fruity"":15,""floral"":5}"
GLEN MORAY ELGIN HERITAGE 18 YEAR,https://distiller.com/spirits/glen-moray-elgin-heritage-18-year,40,Glen Moray,spirit-cost cost-2,18 YEAR,47.2,NA,NA
THE MACALLAN M,https://distiller.com/spirits/the-macallan-m,45,The Macallan,spirit-cost cost-5,NAS,47.7,RICH & FULL BODIED,"{""smoky"":50,""peaty"":10,""spicy"":60,""herbal"":0,""oily"":15,""full_bodied"":90,""rich"":100,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":20,""tart"":20,""fruity"":80,""floral"":10}"
GLENTURRET 10 YEAR,https://distiller.com/spirits/glenturret-10-year,37,Glenturret,spirit-cost cost-2,10 YEAR,40.0,SWEET,"{""smoky"":5,""peaty"":0,""spicy"":35,""herbal"":40,""oily"":25,""full_bodied"":40,""rich"":35,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":35,""tart"":30,""fruity"":40,""floral"":10}"
THE ARRAN MALT 14 Y,https://distiller.com/spirits/the-arran-malt-14-y,38,,spirit-cost cost-2,14,46.0,NA,NA
TAMDHU BATCH STRENGTH BATCH 004,https://distiller.com/spirits/tamdhu-batch-strength-batch-004,36,Tamdhu,spirit-cost cost-4,NAS,57.8,NA,NA
THE GLENLIVET CIPHER,https://distiller.com/spirits/the-glenlivet-cipher,38,The Glenlivet,spirit-cost cost-4,NAS,48.0,FRUITY & SPICY,"{""smoky"":40,""peaty"":0,""spicy"":55,""herbal"":20,""oily"":10,""full_bodied"":30,""rich"":30,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":40,""tart"":30,""fruity"":60,""floral"":30}"
"THE BALVENIE ""THIRTY"" 30 YEAR",https://distiller.com/spirits/the-balvenie-thirty-30-year,36,The Balvenie,spirit-cost cost-5,30,47.3,NA,NA
AUCHENTOSHAN VIRGIN OAK,https://distiller.com/spirits/auchentoshan-virgin-oak,37,Auchentoshan,spirit-cost cost-4,,46.0,SPICY & VANILLA,"{""smoky"":30,""peaty"":0,""spicy"":80,""herbal"":60,""oily"":40,""full_bodied"":50,""rich"":50,""sweet"":50,""briny"":0,""salty"":20,""vanilla"":70,""tart"":50,""fruity"":50,""floral"":30}"
BENRIACH THE ORIGINAL TEN,https://distiller.com/spirits/benriach-the-original-ten,36,Benriach,spirit-cost cost-3,10 YEAR,43.0,RICH & FULL BODIED,"{""smoky"":10,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":60,""full_bodied"":60,""rich"":65,""sweet"":40,""briny"":20,""salty"":15,""vanilla"":45,""tart"":30,""fruity"":35,""floral"":30}"
BRUICHLADDICH BERE BARLEY 2010,https://distiller.com/spirits/bruichladdich-bere-barley-2010,37,Bruichladdich,spirit-cost cost-4,8 YEAR,50.0,RICH,"{""smoky"":0,""peaty"":10,""spicy"":10,""herbal"":35,""oily"":50,""full_bodied"":50,""rich"":50,""sweet"":20,""briny"":0,""salty"":0,""vanilla"":20,""tart"":25,""fruity"":35,""floral"":10}"
KINGSBARNS DREAM TO DRAM,https://distiller.com/spirits/kingsbarns-dream-to-dram,37,Kingsbarns,spirit-cost cost-3,NAS,46.0,NA,NA
BRUICHLADDICH BERE BARLEY 2008 ISLAY GROWN: DUNLOSSIT ESTATE,https://distiller.com/spirits/bruichladdich-bere-barley-2008-islay-grown,38,Bruichladdich,spirit-cost cost-4,NAS,50.0,VANILLA & FULL BODIED,"{""smoky"":10,""peaty"":0,""spicy"":0,""herbal"":5,""oily"":35,""full_bodied"":75,""rich"":70,""sweet"":65,""briny"":65,""salty"":70,""vanilla"":85,""tart"":5,""fruity"":55,""floral"":15}"
BRUICHLADDICH THE ORGANIC 2009 MID COUL FARMS,https://distiller.com/spirits/bruichladdich-the-organic-2009,37,Bruichladdich,spirit-cost cost-4,NAS,50.0,SALTY & OILY,"{""smoky"":15,""peaty"":5,""spicy"":5,""herbal"":0,""oily"":75,""full_bodied"":65,""rich"":70,""sweet"":55,""briny"":65,""salty"":75,""vanilla"":60,""tart"":0,""fruity"":65,""floral"":20}"
GLENGOYNE DISTILLER'S GOLD 15 YEAR,https://distiller.com/spirits/glengoyne-distiller-s-gold-15-year,40,Glengoyne,spirit-cost cost-4,15 YEAR,40.0,NA,NA
OLD PULTENEY NOSS HEAD,https://distiller.com/spirits/old-pulteney-noss-head,39,Old Pulteney,spirit-cost cost-3,NAS,46.0,FRUITY,"{""smoky"":20,""peaty"":0,""spicy"":35,""herbal"":30,""oily"":30,""full_bodied"":45,""rich"":40,""sweet"":50,""briny"":10,""salty"":10,""vanilla"":30,""tart"":40,""fruity"":50,""floral"":5}"
TULLIBARDINE 20 YEAR,https://distiller.com/spirits/tullibardine-20-year,36,Tullibardine,spirit-cost cost-4,20 YEAR,43.0,VANILLA & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":60,""herbal"":40,""oily"":20,""full_bodied"":80,""rich"":80,""sweet"":80,""briny"":0,""salty"":20,""vanilla"":80,""tart"":0,""fruity"":60,""floral"":70}"
KILCHOMAN SANAIG 2018,https://distiller.com/spirits/kilchoman-sanaig-2018,34,,spirit-cost cost-3,,46.0,NA,NA
GLENFIDDICH OUR ORIGINAL TWELVE,https://distiller.com/spirits/glenfiddich-our-original-twelve,37,Glenfiddich,spirit-cost cost-2,12 YEAR,40.0,NA,NA
TAMDHU BATCH STRENGTH BATCH 003,https://distiller.com/spirits/tamdhu-batch-strength-003,40,Tamdhu,spirit-cost cost-4,NAS,58.3,NA,NA
BRUICHLADDICH BLACK ART 1990 06.1 EDITION 26 YEAR,https://distiller.com/spirits/bruichladdich-black-art-1990-06-1-edition,37,Bruichladdich,spirit-cost cost-5,26 YEAR,46.9,SPICY & FRUITY,"{""smoky"":15,""peaty"":0,""spicy"":75,""herbal"":15,""oily"":15,""full_bodied"":45,""rich"":45,""sweet"":40,""briny"":15,""salty"":15,""vanilla"":25,""tart"":40,""fruity"":70,""floral"":15}"
BOWMORE 12 YEAR ENIGMA,https://distiller.com/spirits/bowmore-12-year-enigma,38,Bowmore,spirit-cost cost-3,12 YEAR,40.0,NA,NA
