Whisk_Name,Whisk_Type,Whisk_Loc,Communal_Rating,Distiller_Score,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral,Distiller
KNOCKANDO 15 YEAR,Single Malt,SPEYSIDE,3.32,84.0,https://distiller.com/spirits/knockando-15-year,26,KNOCKANDO,3,15,43.0,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":0,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":50,""tart"":50,""fruity"":70,""floral"":20}",0.0,0.0,50.0,0.0,40.0,60.0,60.0,70.0,0.0,0.0,50.0,50.0,70.0,20.0,KNOCKANDO
GLEN MORAY PORT CASK FINISH 25 YEAR,Single Malt,SPEYSIDE,3.95,,https://distiller.com/spirits/glen-moray-25-year-port-cask-finish,27,GLEN MORAY,5,25,43.0,,,,,,,,,,,,,,,,,GLEN MORAY
DALMORE 21 YEAR,Single Malt,HIGHLAND,4.49,,https://distiller.com/spirits/dalmore-21-year,27,THE DALMORE,5,21,42.0,,,,,,,,,,,,,,,,,DALMORE
CAOL ILA STITCHELL RESERVE (2013 SPECIAL RELEASE),Single Malt,ISLAY,4.02,92.0,https://distiller.com/spirits/caol-ila-stitchell-reserve-2013-special-release,27,CAOL ILA,4,NAS,59.6,HERBAL & SPICY,"{""smoky"":60,""peaty"":0,""spicy"":70,""herbal"":70,""oily"":30,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":60,""salty"":40,""vanilla"":50,""tart"":30,""fruity"":40,""floral"":60}",60.0,0.0,70.0,70.0,30.0,50.0,50.0,60.0,60.0,40.0,50.0,30.0,40.0,60.0,CAOL ILA
LISMORE THE LEGEND 21 YEAR,Single Malt,SPEYSIDE,4.03,,https://distiller.com/spirits/lismore-the-legend-21-year,28,LISMORE,3,21,40.0,,,,,,,,,,,,,,,,,LISMORE
THE GLENLIVET 12 YEAR OLD,Single Malt,SPEYSIDE,3.66,,https://distiller.com/spirits/the-glenlivet-12-year-old,25,,2,12,40.0,,,,,,,,,,,,,,,,,GLENLIVET
BRUICHLADDICH BLACK ART 1994 07.1 EDITION 25 YEAR,Single Malt,ISLAY,4.77,91.0,https://distiller.com/spirits/bruichladdich-black-art-1994-07-1-edition-25-year,24,BRUICHLADDICH,5,25,48.4,RICH,"{""smoky"":0,""peaty"":0,""spicy"":10,""herbal"":25,""oily"":50,""full_bodied"":45,""rich"":60,""sweet"":35,""briny"":0,""salty"":0,""vanilla"":30,""tart"":25,""fruity"":35,""floral"":20}",0.0,0.0,10.0,25.0,50.0,45.0,60.0,35.0,0.0,0.0,30.0,25.0,35.0,20.0,BRUICHLADDICH
GLENFIDDICH RESERVED SHERRY CASK,Single Malt,,3.94,,https://distiller.com/spirits/glenfiddich-reserved-sherry-cask,26,,3,NAS,40.0,,,,,,,,,,,,,,,,,GLENFIDDICH
SPEY TENNE,Single Malt,SPEYSIDE,3.46,,https://distiller.com/spirits/spey-tenne,26,,5,NAS,46.0,,,,,,,,,,,,,,,,,OTHER
GLENFARCLAS 30 YEAR,Single Malt,HIGHLAND,3.97,92.0,https://distiller.com/spirits/glenfarclas-30-year,25,GLENFARCLAS,5,30,43.0,RICH,"{""smoky"":0,""peaty"":0,""spicy"":25,""herbal"":0,""oily"":0,""full_bodied"":15,""rich"":25,""sweet"":15,""briny"":0,""salty"":0,""vanilla"":0,""tart"":0,""fruity"":20,""floral"":0}",0.0,0.0,25.0,0.0,0.0,15.0,25.0,15.0,0.0,0.0,0.0,0.0,20.0,0.0,GLENFARCLAS
THE BALVENIE SINGLE BARREL 25 YEAR,Single Malt,SPEYSIDE,4.47,91.0,https://distiller.com/spirits/the-balvenie-single-barrel-25-year,28,THE BALVENIE,5,25,47.8,SWEET & PEATY,"{""smoky"":30,""peaty"":70,""spicy"":40,""herbal"":60,""oily"":50,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":30,""salty"":20,""vanilla"":50,""tart"":20,""fruity"":50,""floral"":30}",30.0,70.0,40.0,60.0,50.0,60.0,60.0,70.0,30.0,20.0,50.0,20.0,50.0,30.0,BALVENIE
MORTLACH 21 YEAR DISTILLERY LABELS (GORDON & MACPHAIL),Single Malt,SPEYSIDE,4.1,88.0,https://distiller.com/spirits/mortlach-21,24,GORDON & MACPHAIL DISTILLERY LABELS,4,21,43.0,FULL BODIED,"{""smoky"":20,""peaty"":0,""spicy"":40,""herbal"":5,""oily"":25,""full_bodied"":50,""rich"":40,""sweet"":10,""briny"":0,""salty"":0,""vanilla"":25,""tart"":30,""fruity"":25,""floral"":30}",20.0,0.0,40.0,5.0,25.0,50.0,40.0,10.0,0.0,0.0,25.0,30.0,25.0,30.0,MORTLACH
TOMINTOUL 21 YEAR,Single Malt,SPEYSIDE,3.8,,https://distiller.com/spirits/tomintoul-21-year,24,TOMINTOUL,4,21,40.0,,,,,,,,,,,,,,,,,TOMINTOUL
DALMORE GRAN RESERVA,Single Malt,HIGHLAND,3.94,86.0,https://distiller.com/spirits/dalmore-gran-reserva,25,THE DALMORE,3,NAS,40.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":0,""spicy"":70,""herbal"":30,""oily"":20,""full_bodied"":60,""rich"":70,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":50,""tart"":20,""fruity"":80,""floral"":10}",30.0,0.0,70.0,30.0,20.0,60.0,70.0,80.0,0.0,0.0,50.0,20.0,80.0,10.0,DALMORE
DALMORE 12 YEAR SHERRY CASK SELECT,Single Malt,HIGHLAND,3.76,87.0,https://distiller.com/spirits/dalmore-12-year-sherry-cask-select,26,THE DALMORE,4,12,43.0,RICH,"{""smoky"":0,""peaty"":0,""spicy"":25,""herbal"":10,""oily"":10,""full_bodied"":30,""rich"":45,""sweet"":25,""briny"":0,""salty"":0,""vanilla"":25,""tart"":20,""fruity"":40,""floral"":10}",0.0,0.0,25.0,10.0,10.0,30.0,45.0,25.0,0.0,0.0,25.0,20.0,40.0,10.0,DALMORE
MACALLAN TRIPLE CASK MATURED 15,Single Malt,SPEYSIDE,4.12,,https://distiller.com/spirits/macallan-triple-cask-matured-15,24,,4,15,43.0,,,,,,,,,,,,,,,,,MACALLAN
LAPHROAIG 10 YEAR CASK STRENGTH BATCH 9,Single Malt,ISLAY,3.9,,https://distiller.com/spirits/laphroaig-10-year-cask-strength-batch-9,24,,4,10,58.1,,,,,,,,,,,,,,,,,LAPHROAIG
FORAGER'S KEEP 26 YEAR,Single Malt,,4.09,93.0,https://distiller.com/spirits/forager-s-keep-26-year,28,ORPHAN BARREL WHISKY CO.,5,26,48.0,RICH & FULL BODIED,"{""smoky"":25,""peaty"":25,""spicy"":30,""herbal"":0,""oily"":35,""full_bodied"":55,""rich"":60,""sweet"":50,""briny"":15,""salty"":15,""vanilla"":25,""tart"":20,""fruity"":20,""floral"":10}",25.0,25.0,30.0,0.0,35.0,55.0,60.0,50.0,15.0,15.0,25.0,20.0,20.0,10.0,ORPHAN BARREL WHISKY CO.
BALBLAIR 15 YEAR,Single Malt,HIGHLAND,3.8,78.0,https://distiller.com/spirits/balblair-15-year,25,BALBLAIR,4,15,46.0,SPICY,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":0,""oily"":20,""full_bodied"":20,""rich"":0,""sweet"":0,""briny"":0,""salty"":0,""vanilla"":0,""tart"":0,""fruity"":20,""floral"":0}",0.0,0.0,40.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,BALBLAIR
LONGROW 13 YEAR RED MALBEC CASK,Single Malt,CAMPBELTOWN,4.22,,https://distiller.com/spirits/longrow-13-year-red-malbec-cask,25,,3,13,51.3,,,,,,,,,,,,,,,,,OTHER
GLENMORANGIE THE QUARTER CENTURY 25 YEAR,Single Malt,HIGHLAND,4.54,91.0,https://distiller.com/spirits/glenmorangie-the-quarter-century-25-year,27,GLENMORANGIE,5,25,43.0,FRUITY & FLORAL,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":20,""oily"":45,""full_bodied"":55,""rich"":50,""sweet"":65,""briny"":0,""salty"":20,""vanilla"":65,""tart"":50,""fruity"":70,""floral"":65}",0.0,0.0,35.0,20.0,45.0,55.0,50.0,65.0,0.0,20.0,65.0,50.0,70.0,65.0,GLENMORANGIE
THE GLENROTHES 1991,Single Malt,SPEYSIDE,4.05,89.0,https://distiller.com/spirits/the-glenrothes-1991,24,THE GLENROTHES,4,14,43.0,RICH & FULL BODIED,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":50,""oily"":60,""full_bodied"":90,""rich"":90,""sweet"":80,""briny"":30,""salty"":20,""vanilla"":70,""tart"":40,""fruity"":70,""floral"":50}",30.0,10.0,60.0,50.0,60.0,90.0,90.0,80.0,30.0,20.0,70.0,40.0,70.0,50.0,GLENROTHES
JURA 1984,Single Malt,ISLANDS,4.05,94.0,https://distiller.com/spirits/jura-1984,24,JURA,5,30,44.0,RICH & FULL BODIED,"{""smoky"":20,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":40,""full_bodied"":90,""rich"":90,""sweet"":80,""briny"":20,""salty"":20,""vanilla"":50,""tart"":30,""fruity"":80,""floral"":40}",20.0,0.0,60.0,20.0,40.0,90.0,90.0,80.0,20.0,20.0,50.0,30.0,80.0,40.0,JURA
CARDHU SPECIAL CASK RESERVE,Single Malt,SPEYSIDE,3.83,,https://distiller.com/spirits/cardhu-special-cask-reserve,24,CARDHU,4,NAS,40.0,,,,,,,,,,,,,,,,,CARDHU
KIRKLAND SIGNATURE 23 YEAR SPEYSIDE SHERRY CASK FINISH,Single Malt,SPEYSIDE,3.6,,https://distiller.com/spirits/kirkland-signature-23-year-speyside-sherry-cask-finish,22,,3,23,46.0,,,,,,,,,,,,,,,,,SPEYSIDE
BEN BRACKEN HIGHLAND SINGLE MALT,Single Malt,HIGHLAND,3.11,,https://distiller.com/spirits/ben-bracken-highland-single-malt,22,,1,NAS,40.0,,,,,,,,,,,,,,,,,OTHER
GLEN TURNER HERITAGE DOUBLE CASK,Single Malt,HIGHLAND,3.09,,https://distiller.com/spirits/glen-turner-heritage-double-cask,26,,4,NAS,40.0,,,,,,,,,,,,,,,,,OTHER
GLENTURRET SHERRY,Single Malt,HIGHLAND,3.48,,https://distiller.com/spirits/glenturret-sherry,24,,2,NAS,43.0,,,,,,,,,,,,,,,,,GLENTURRET
GLEN KEITH DISTILLERY EDITION,Single Malt,SPEYSIDE,3.31,83.0,https://distiller.com/spirits/glen-keith-distillery-edition,26,GLEN KEITH,2,NAS,40.0,SWEET,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":10,""oily"":10,""full_bodied"":30,""rich"":35,""sweet"":45,""briny"":0,""salty"":0,""vanilla"":40,""tart"":15,""fruity"":25,""floral"":10}",0.0,0.0,20.0,10.0,10.0,30.0,35.0,45.0,0.0,0.0,40.0,15.0,25.0,10.0,GLEN KEITH
ARRAN MADEIRA CASK FINISH,Single Malt,ISLAND,3.74,,https://distiller.com/spirits/arran-madeira-cask-finish,22,ARRAN,2,NAS,50.0,,,,,,,,,,,,,,,,,ARRAN
GLEN DEVERON 30 YEAR,Single Malt,HIGHLAND,4.38,,https://distiller.com/spirits/glen-deveron-30-year,23,MACDUFF DISTILLERY,5,30,40.0,,,,,,,,,,,,,,,,,MACDUFF DISTILLERY
