Whisk_Name,Whisk_Type,Whisk_Loc,Communal_Rating,Distiller_Score,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral,Distiller
GLENFIDDICH 14 YEAR RICH OAK,Single Malt,SPEYSIDE,3.54,83.0,https://distiller.com/spirits/glenfiddich-rich-oak,187,GLENFIDDICH,2,14,40.0,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":60,""herbal"":50,""oily"":30,""full_bodied"":40,""rich"":50,""sweet"":65,""briny"":0,""salty"":0,""vanilla"":60,""tart"":40,""fruity"":70,""floral"":20}",0.0,0.0,60.0,50.0,30.0,40.0,50.0,65.0,0.0,0.0,60.0,40.0,70.0,20.0,GLENFIDDICH
BRUICHLADDICH ISLAY BARLEY ROCKSIDE FARM 2007,Single Malt,ISLAY,3.9,91.0,https://distiller.com/spirits/bruichladdich-islay-barley-rockside-farm-2007,184,BRUICHLADDICH,3,NAS,50.0,FRUITY & SWEET,"{""smoky"":40,""peaty"":10,""spicy"":65,""herbal"":75,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":75,""briny"":50,""salty"":35,""vanilla"":60,""tart"":65,""fruity"":80,""floral"":45}",40.0,10.0,65.0,75.0,30.0,60.0,60.0,75.0,50.0,35.0,60.0,65.0,80.0,45.0,BRUICHLADDICH
GLENFIDDICH 12 YEAR,Single Malt,SPEYSIDE,3.34,86.0,https://distiller.com/spirits/glenfiddich-12,5508,GLENFIDDICH,2,12,40.0,FRUITY & VANILLA,"{""smoky"":20,""peaty"":10,""spicy"":40,""herbal"":30,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":10,""salty"":20,""vanilla"":70,""tart"":50,""fruity"":70,""floral"":50}",20.0,10.0,40.0,30.0,30.0,60.0,60.0,60.0,10.0,20.0,70.0,50.0,70.0,50.0,GLENFIDDICH
THE BALVENIE DOUBLEWOOD 12 YEAR,Single Malt,SPEYSIDE,3.87,87.0,https://distiller.com/spirits/the-balvenie-doublewood-12-year,5494,THE BALVENIE,3,12,40.0,FRUITY & VANILLA,"{""smoky"":30,""peaty"":0,""spicy"":30,""herbal"":10,""oily"":20,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":70,""tart"":40,""fruity"":70,""floral"":30}",30.0,0.0,30.0,10.0,20.0,70.0,70.0,70.0,10.0,10.0,70.0,40.0,70.0,30.0,BALVENIE
THE GLENLIVET 12 YEAR,Single Malt,SPEYSIDE,3.4,85.0,https://distiller.com/spirits/the-glenlivet-12-year,5402,THE GLENLIVET,2,12,40.0,VANILLA & FRUITY,"{""smoky"":30,""peaty"":10,""spicy"":40,""herbal"":20,""oily"":30,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":10,""salty"":10,""vanilla"":70,""tart"":60,""fruity"":60,""floral"":10}",30.0,10.0,40.0,20.0,30.0,50.0,50.0,60.0,10.0,10.0,70.0,60.0,60.0,10.0,GLENLIVET
THE MACALLAN 12 YEAR SHERRY OAK CASK,Single Malt,HIGHLAND,3.82,89.0,https://distiller.com/spirits/the-macallan-12,5126,THE MACALLAN,3,12,43.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":10,""spicy"":50,""herbal"":10,""oily"":20,""full_bodied"":70,""rich"":80,""sweet"":80,""briny"":10,""salty"":20,""vanilla"":60,""tart"":30,""fruity"":80,""floral"":50}",30.0,10.0,50.0,10.0,20.0,70.0,80.0,80.0,10.0,20.0,60.0,30.0,80.0,50.0,MACALLAN
GLENMORANGIE THE ORIGINAL 10 YEAR,Single Malt,HIGHLAND,3.48,85.0,https://distiller.com/spirits/glenmorangie-original,4794,GLENMORANGIE,2,10,40.0,FRUITY & VANILLA,"{""smoky"":20,""peaty"":10,""spicy"":30,""herbal"":20,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":20,""salty"":10,""vanilla"":70,""tart"":60,""fruity"":80,""floral"":50}",20.0,10.0,30.0,20.0,30.0,60.0,60.0,70.0,20.0,10.0,70.0,60.0,80.0,50.0,GLENMORANGIE
THE BALVENIE CARIBBEAN CASK 14 YEAR,Single Malt,SPEYSIDE,4.02,89.0,https://distiller.com/spirits/the-balvenie-caribbean-cask-14-year,3496,THE BALVENIE,3,14,43.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":30,""oily"":30,""full_bodied"":70,""rich"":70,""sweet"":80,""briny"":10,""salty"":10,""vanilla"":70,""tart"":40,""fruity"":80,""floral"":30}",30.0,10.0,60.0,30.0,30.0,70.0,70.0,80.0,10.0,10.0,70.0,40.0,80.0,30.0,BALVENIE
DALMORE 12 YEAR,Single Malt,HIGHLAND,3.69,88.0,https://distiller.com/spirits/dalmore-12,2464,THE DALMORE,3,12,40.0,SWEET & FRUITY,"{""smoky"":40,""peaty"":10,""spicy"":50,""herbal"":20,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":80,""briny"":10,""salty"":10,""vanilla"":60,""tart"":30,""fruity"":70,""floral"":30}",40.0,10.0,50.0,20.0,40.0,60.0,60.0,80.0,10.0,10.0,60.0,30.0,70.0,30.0,DALMORE
ABERLOUR A'BUNADH,Single Malt,HIGHLAND,4.2,88.0,https://distiller.com/spirits/aberlour-a-bunadh,2379,ABERLOUR,3,NAS,60.2,FRUITY & RICH,"{""smoky"":30,""peaty"":0,""spicy"":80,""herbal"":10,""oily"":40,""full_bodied"":70,""rich"":80,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":70,""tart"":20,""fruity"":80,""floral"":30}",30.0,0.0,80.0,10.0,40.0,70.0,80.0,70.0,10.0,10.0,70.0,20.0,80.0,30.0,ABERLOUR
GLENMORANGIE LASANTA SHERRY CASK FINISH 12 YEAR,Single Malt,HIGHLAND,3.67,87.0,https://distiller.com/spirits/glenmorangie-lasanta,2320,GLENMORANGIE,3,12,43.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":10,""spicy"":70,""herbal"":20,""oily"":40,""full_bodied"":50,""rich"":70,""sweet"":80,""briny"":10,""salty"":20,""vanilla"":70,""tart"":50,""fruity"":80,""floral"":50}",30.0,10.0,70.0,20.0,40.0,50.0,70.0,80.0,10.0,20.0,70.0,50.0,80.0,50.0,GLENMORANGIE
GLENFIDDICH 15 YEAR SOLERA RESERVE,Single Malt,SPEYSIDE,3.8,86.0,https://distiller.com/spirits/glenfiddich-15-solera-reserve,2257,GLENFIDDICH,3,15,40.0,FRUITY & SWEET,"{""smoky"":50,""peaty"":10,""spicy"":60,""herbal"":10,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":80,""briny"":10,""salty"":10,""vanilla"":70,""tart"":30,""fruity"":80,""floral"":20}",50.0,10.0,60.0,10.0,40.0,70.0,70.0,80.0,10.0,10.0,70.0,30.0,80.0,20.0,GLENFIDDICH
GLENMORANGIE QUINTA RUBAN 12 YEAR,Single Malt,HIGHLAND,3.79,85.0,https://distiller.com/spirits/glenmorangie-quinta-ruban,2193,GLENMORANGIE,3,12,46.0,SWEET & FRUITY,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":20,""oily"":40,""full_bodied"":60,""rich"":80,""sweet"":90,""briny"":10,""salty"":30,""vanilla"":70,""tart"":50,""fruity"":80,""floral"":30}",30.0,10.0,60.0,20.0,40.0,60.0,80.0,90.0,10.0,30.0,70.0,50.0,80.0,30.0,GLENMORANGIE
THE GLENLIVET 18 YEAR,Single Malt,SPEYSIDE,4.11,90.0,https://distiller.com/spirits/the-glenlivet-18-year,2181,THE GLENLIVET,3,18,43.0,FRUITY & SWEET,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":0,""oily"":20,""full_bodied"":70,""rich"":70,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":60,""tart"":50,""fruity"":80,""floral"":30}",20.0,0.0,50.0,0.0,20.0,70.0,70.0,80.0,0.0,0.0,60.0,50.0,80.0,30.0,GLENLIVET
ABERFELDY 12 YEAR,Single Malt,HIGHLAND,3.65,90.0,https://distiller.com/spirits/aberfeldy-12,2187,ABERFELDY,2,12,40.0,FRUITY & VANILLA,"{""smoky"":20,""peaty"":10,""spicy"":40,""herbal"":10,""oily"":20,""full_bodied"":60,""rich"":70,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":70,""tart"":40,""fruity"":80,""floral"":30}",20.0,10.0,40.0,10.0,20.0,60.0,70.0,70.0,10.0,10.0,70.0,40.0,80.0,30.0,ABERFELDY
GLENFIDDICH 18 YEAR,Single Malt,SPEYSIDE,4.03,90.0,https://distiller.com/spirits/glenfiddich-18,2051,GLENFIDDICH,4,18,40.0,SWEET & FRUITY,"{""smoky"":40,""peaty"":10,""spicy"":50,""herbal"":20,""oily"":40,""full_bodied"":70,""rich"":80,""sweet"":90,""briny"":10,""salty"":30,""vanilla"":70,""tart"":40,""fruity"":80,""floral"":60}",40.0,10.0,50.0,20.0,40.0,70.0,80.0,90.0,10.0,30.0,70.0,40.0,80.0,60.0,GLENFIDDICH
GLENMORANGIE NECTAR D'OR 12 YEAR,Single Malt,HIGHLAND,3.83,88.0,https://distiller.com/spirits/glenmorangie-nectar-d-or,1947,GLENMORANGIE,3,12,46.0,SWEET & FRUITY,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":40,""oily"":30,""full_bodied"":70,""rich"":80,""sweet"":100,""briny"":0,""salty"":10,""vanilla"":80,""tart"":50,""fruity"":90,""floral"":60}",10.0,0.0,60.0,40.0,30.0,70.0,80.0,100.0,0.0,10.0,80.0,50.0,90.0,60.0,GLENMORANGIE
BRUICHLADDICH THE CLASSIC LADDIE SCOTTISH BARLEY,Single Malt,ISLAY,3.83,89.0,https://distiller.com/spirits/bruichladdich-the-classic-laddie,1962,BRUICHLADDICH,3,NAS,50.0,RICH & FULL BODIED,"{""smoky"":66,""peaty"":0,""spicy"":52,""herbal"":59,""oily"":77,""full_bodied"":79,""rich"":80,""sweet"":77,""briny"":67,""salty"":68,""vanilla"":74,""tart"":48,""fruity"":78,""floral"":72}",66.0,0.0,52.0,59.0,77.0,79.0,80.0,77.0,67.0,68.0,74.0,48.0,78.0,72.0,BRUICHLADDICH
GLENDRONACH ORIGINAL 12 YEAR,Single Malt,HIGHLAND,3.91,91.0,https://distiller.com/spirits/glendronach-original-12-year,1967,GLENDRONACH,3,12,43.0,FRUITY & VANILLA,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":40,""oily"":50,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":0,""salty"":20,""vanilla"":60,""tart"":40,""fruity"":70,""floral"":30}",20.0,0.0,50.0,40.0,50.0,60.0,60.0,60.0,0.0,20.0,60.0,40.0,70.0,30.0,GLENDRONACH
ABERLOUR 12 YEAR DOUBLE CASK MATURED,Single Malt,HIGHLAND,3.74,86.0,https://distiller.com/spirits/aberlour-12-year-double-cask-matured,1881,ABERLOUR,2,12,43.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":0,""spicy"":50,""herbal"":20,""oily"":20,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":50,""tart"":40,""fruity"":80,""floral"":30}",30.0,0.0,50.0,20.0,20.0,70.0,70.0,70.0,10.0,10.0,50.0,40.0,80.0,30.0,ABERLOUR
THE GLENLIVET 15 YEAR FRENCH OAK RESERVE,Single Malt,SPEYSIDE,3.75,86.0,https://distiller.com/spirits/the-glenlivet-15-french-oak-reserve,1871,THE GLENLIVET,3,15,40.0,VANILLA & SPICY,"{""smoky"":20,""peaty"":10,""spicy"":70,""herbal"":20,""oily"":30,""full_bodied"":50,""rich"":50,""sweet"":20,""briny"":10,""salty"":10,""vanilla"":70,""tart"":40,""fruity"":60,""floral"":30}",20.0,10.0,70.0,20.0,30.0,50.0,50.0,20.0,10.0,10.0,70.0,40.0,60.0,30.0,GLENLIVET
THE GLENLIVET FOUNDER'S RESERVE,Single Malt,SPEYSIDE,3.38,83.0,https://distiller.com/spirits/the-glenlivet-founder-s-reserve,1795,THE GLENLIVET,2,NAS,40.0,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":20,""oily"":10,""full_bodied"":35,""rich"":35,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":40,""tart"":20,""fruity"":70,""floral"":10}",0.0,0.0,20.0,20.0,10.0,35.0,35.0,60.0,0.0,0.0,40.0,20.0,70.0,10.0,GLENLIVET
OLD PULTENEY 12 YEAR,Single Malt,HIGHLAND,3.75,84.0,https://distiller.com/spirits/old-pulteney-single-malt-12,1800,OLD PULTENEY,2,12,40.0,FRUITY,"{""smoky"":15,""peaty"":0,""spicy"":30,""herbal"":35,""oily"":15,""full_bodied"":40,""rich"":40,""sweet"":40,""briny"":35,""salty"":35,""vanilla"":25,""tart"":45,""fruity"":55,""floral"":35}",15.0,0.0,30.0,35.0,15.0,40.0,40.0,40.0,35.0,35.0,25.0,45.0,55.0,35.0,PULTENEY
AUCHENTOSHAN THREE WOOD,Single Malt,LOWLANDS,3.91,90.0,https://distiller.com/spirits/auchentoshan-three-wood,1720,AUCHENTOSHAN,3,NAS,43.0,SWEET & FRUITY,"{""smoky"":50,""peaty"":10,""spicy"":50,""herbal"":20,""oily"":30,""full_bodied"":60,""rich"":80,""sweet"":90,""briny"":10,""salty"":30,""vanilla"":50,""tart"":40,""fruity"":80,""floral"":30}",50.0,10.0,50.0,20.0,30.0,60.0,80.0,90.0,10.0,30.0,50.0,40.0,80.0,30.0,AUCHENTOSHAN
THE MACALLAN 18 YEAR SHERRY OAK CASK,Single Malt,HIGHLAND,4.5,90.0,https://distiller.com/spirits/the-macallan-18,1613,THE MACALLAN,5,18,43.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":30,""full_bodied"":70,""rich"":80,""sweet"":80,""briny"":0,""salty"":10,""vanilla"":60,""tart"":20,""fruity"":90,""floral"":10}",30.0,0.0,40.0,10.0,30.0,70.0,80.0,80.0,0.0,10.0,60.0,20.0,90.0,10.0,MACALLAN
THE MACALLAN DOUBLE CASK 12 YEAR,Single Malt,HIGHLAND,3.77,87.0,https://distiller.com/spirits/the-macallan-double-cask-12-year,1550,THE MACALLAN,3,12,43.0,RICH & FULL BODIED,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":0,""oily"":60,""full_bodied"":70,""rich"":70,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":50,""tart"":40,""fruity"":60,""floral"":10}",0.0,0.0,40.0,0.0,60.0,70.0,70.0,60.0,0.0,0.0,50.0,40.0,60.0,10.0,MACALLAN
GLENMORANGIE 18 YEAR,Single Malt,HIGHLAND,4.25,93.0,https://distiller.com/spirits/glenmorangie-18,1469,GLENMORANGIE,4,18,43.0,FRUITY & SWEET,"{""smoky"":20,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":40,""full_bodied"":80,""rich"":80,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":70,""tart"":30,""fruity"":90,""floral"":40}",20.0,0.0,40.0,10.0,40.0,80.0,80.0,80.0,0.0,0.0,70.0,30.0,90.0,40.0,GLENMORANGIE
AUCHENTOSHAN 12 YEAR,Single Malt,LOWLANDS,3.4,85.0,https://distiller.com/spirits/auchentoshan-12-year,1433,AUCHENTOSHAN,2,12,40.0,FRUITY & VANILLA,"{""smoky"":20,""peaty"":10,""spicy"":40,""herbal"":30,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":70,""tart"":50,""fruity"":80,""floral"":40}",20.0,10.0,40.0,30.0,30.0,60.0,60.0,70.0,10.0,10.0,70.0,50.0,80.0,40.0,AUCHENTOSHAN
GLENFIDDICH 14 YEAR BOURBON BARREL RESERVE,Single Malt,SPEYSIDE,4.01,90.0,https://distiller.com/spirits/glenfiddich-14-year-bourbon-barrel-reserve,1310,GLENFIDDICH,3,14,43.0,RICH & VANILLA,"{""smoky"":20,""peaty"":0,""spicy"":30,""herbal"":0,""oily"":20,""full_bodied"":60,""rich"":70,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":60,""tart"":10,""fruity"":40,""floral"":10}",20.0,0.0,30.0,0.0,20.0,60.0,70.0,60.0,0.0,0.0,60.0,10.0,40.0,10.0,GLENFIDDICH
CARDHU 12 YEAR,Single Malt,SPEYSIDE,3.4,87.0,https://distiller.com/spirits/cardhu-12-year-old,1142,CARDHU,2,12,40.0,SWEET & FRUITY,"{""smoky"":10,""peaty"":10,""spicy"":30,""herbal"":40,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":60,""tart"":50,""fruity"":60,""floral"":50}",10.0,10.0,30.0,40.0,30.0,60.0,60.0,70.0,10.0,10.0,60.0,50.0,60.0,50.0,CARDHU
AUCHENTOSHAN AMERICAN OAK,Single Malt,LOWLANDS,3.36,87.0,https://distiller.com/spirits/auchentoshan-american-oak,1153,AUCHENTOSHAN,2,NAS,40.0,FRUITY & VANILLA,"{""smoky"":30,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":60,""tart"":50,""fruity"":70,""floral"":30}",30.0,0.0,50.0,30.0,30.0,50.0,50.0,60.0,0.0,0.0,60.0,50.0,70.0,30.0,AUCHENTOSHAN
THE BALVENIE PORTWOOD 21 YEAR,Single Malt,SPEYSIDE,4.54,93.0,https://distiller.com/spirits/the-balvenie-portwood-21,1018,THE BALVENIE,5,21,40.0,FULL BODIED & FRUITY,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":20,""oily"":20,""full_bodied"":80,""rich"":70,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":40,""tart"":30,""fruity"":70,""floral"":60}",30.0,10.0,60.0,20.0,20.0,80.0,70.0,70.0,10.0,10.0,40.0,30.0,70.0,60.0,BALVENIE
GLENKINCHIE 12 YEAR,Single Malt,LOWLANDS,3.4,83.0,https://distiller.com/spirits/glenkinchie-12,1010,GLENKINCHIE,2,12,43.0,FLORAL & FRUITY,"{""smoky"":20,""peaty"":10,""spicy"":50,""herbal"":40,""oily"":20,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":10,""salty"":20,""vanilla"":50,""tart"":50,""fruity"":70,""floral"":70}",20.0,10.0,50.0,40.0,20.0,50.0,50.0,60.0,10.0,20.0,50.0,50.0,70.0,70.0,GLENKINCHIE
GLENMORANGIE SIGNET,Single Malt,HIGHLAND,4.51,93.0,https://distiller.com/spirits/glenmorangie-signet,928,GLENMORANGIE,5,NAS,46.0,FRUITY & SWEET,"{""smoky"":20,""peaty"":0,""spicy"":70,""herbal"":20,""oily"":20,""full_bodied"":70,""rich"":70,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":50,""tart"":40,""fruity"":80,""floral"":20}",20.0,0.0,70.0,20.0,20.0,70.0,70.0,80.0,0.0,0.0,50.0,40.0,80.0,20.0,GLENMORANGIE
THE BALVENIE DOUBLEWOOD 17 YEAR,Single Malt,SPEYSIDE,4.09,88.0,https://distiller.com/spirits/balvenie-doublewood-17,918,THE BALVENIE,4,17,43.0,RICH & FULL BODIED,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":10,""oily"":20,""full_bodied"":80,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":70,""tart"":40,""fruity"":70,""floral"":30}",20.0,0.0,50.0,10.0,20.0,80.0,80.0,70.0,0.0,0.0,70.0,40.0,70.0,30.0,BALVENIE
TOMATIN 12 YEAR,Single Malt,HIGHLAND,3.29,83.0,https://distiller.com/spirits/tomatin-12-year,904,TOMATIN,2,12,43.0,SPICY,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":50,""oily"":40,""full_bodied"":40,""rich"":40,""sweet"":50,""briny"":0,""salty"":20,""vanilla"":30,""tart"":50,""fruity"":40,""floral"":50}",30.0,10.0,60.0,50.0,40.0,40.0,40.0,50.0,0.0,20.0,30.0,50.0,40.0,50.0,TOMATIN
THE MACALLAN FINE OAK 15 YEAR,Single Malt,HIGHLAND,3.98,86.0,https://distiller.com/spirits/the-macallan-fine-oak-15,868,THE MACALLAN,4,15,43.0,FRUITY & VANILLA,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":20,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":10,""salty"":10,""vanilla"":60,""tart"":40,""fruity"":70,""floral"":20}",20.0,0.0,50.0,20.0,40.0,60.0,60.0,60.0,10.0,10.0,60.0,40.0,70.0,20.0,MACALLAN
GLENFARCLAS 12 YEAR,Single Malt,HIGHLAND,3.56,87.0,https://distiller.com/spirits/glenfarclas-12,871,GLENFARCLAS,3,12,43.0,FRUITY & SWEET,"{""smoky"":40,""peaty"":10,""spicy"":40,""herbal"":30,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":10,""salty"":20,""vanilla"":40,""tart"":40,""fruity"":70,""floral"":50}",40.0,10.0,40.0,30.0,40.0,60.0,60.0,70.0,10.0,20.0,40.0,40.0,70.0,50.0,GLENFARCLAS
DALMORE 15 YEAR,Single Malt,HIGHLAND,3.85,86.0,https://distiller.com/spirits/dalmore-15,865,THE DALMORE,4,15,40.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":30,""oily"":10,""full_bodied"":70,""rich"":80,""sweet"":80,""briny"":10,""salty"":10,""vanilla"":60,""tart"":30,""fruity"":90,""floral"":20}",30.0,10.0,60.0,30.0,10.0,70.0,80.0,80.0,10.0,10.0,60.0,30.0,90.0,20.0,DALMORE
THE BALVENIE SINGLE BARREL 12 YEAR,Single Malt,SPEYSIDE,3.82,89.0,https://distiller.com/spirits/the-balvenie-single-barrel-12-year,812,THE BALVENIE,3,12,47.8,FRUITY & SWEET,"{""smoky"":10,""peaty"":0,""spicy"":10,""herbal"":0,""oily"":0,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":10,""tart"":0,""fruity"":70,""floral"":5}",10.0,0.0,10.0,0.0,0.0,60.0,60.0,70.0,0.0,0.0,10.0,0.0,70.0,5.0,BALVENIE
ABERLOUR 16 YEAR DOUBLE CASK MATURED,Single Malt,HIGHLAND,4.01,90.0,https://distiller.com/spirits/aberlour-16-year-old,852,ABERLOUR,3,16,43.0,RICH & FULL BODIED,"{""smoky"":12,""peaty"":12,""spicy"":68,""herbal"":54,""oily"":65,""full_bodied"":83,""rich"":85,""sweet"":81,""briny"":56,""salty"":54,""vanilla"":78,""tart"":35,""fruity"":78,""floral"":59}",12.0,12.0,68.0,54.0,65.0,83.0,85.0,81.0,56.0,54.0,78.0,35.0,78.0,59.0,ABERLOUR
THE MACALLAN RARE CASK,Single Malt,HIGHLAND,4.54,98.0,https://distiller.com/spirits/macallan-rare-cask,785,THE MACALLAN,5,NAS,43.0,RICH & FULL BODIED,"{""smoky"":5,""peaty"":0,""spicy"":25,""herbal"":5,""oily"":15,""full_bodied"":85,""rich"":85,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":35,""tart"":10,""fruity"":40,""floral"":10}",5.0,0.0,25.0,5.0,15.0,85.0,85.0,80.0,0.0,0.0,35.0,10.0,40.0,10.0,MACALLAN
GLENFIDDICH IPA EXPERIMENT,Single Malt,SPEYSIDE,3.57,85.0,https://distiller.com/spirits/glenfiddich-ipa-experiment,722,GLENFIDDICH,3,NAS,43.0,FLORAL & HERBAL,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":70,""oily"":40,""full_bodied"":40,""rich"":60,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":40,""tart"":40,""fruity"":50,""floral"":70}",10.0,0.0,60.0,70.0,40.0,40.0,60.0,50.0,0.0,0.0,40.0,40.0,50.0,70.0,GLENFIDDICH
JURA ORIGIN 10 YEAR,Single Malt,ISLANDS,3.26,87.0,https://distiller.com/spirits/jura-origin-10,690,JURA,2,10,40.0,SWEET & FRUITY,"{""smoky"":20,""peaty"":10,""spicy"":50,""herbal"":50,""oily"":40,""full_bodied"":50,""rich"":40,""sweet"":70,""briny"":10,""salty"":30,""vanilla"":50,""tart"":60,""fruity"":60,""floral"":50}",20.0,10.0,50.0,50.0,40.0,50.0,40.0,70.0,10.0,30.0,50.0,60.0,60.0,50.0,JURA
THE BALVENIE SINGLE BARREL 15 YEAR,Single Malt,SPEYSIDE,4.17,91.0,https://distiller.com/spirits/the-balvenie-single-barrel-15,689,THE BALVENIE,4,15,47.8,FRUITY & SWEET,"{""smoky"":30,""peaty"":20,""spicy"":60,""herbal"":20,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":60,""tart"":50,""fruity"":70,""floral"":40}",30.0,20.0,60.0,20.0,40.0,60.0,60.0,70.0,10.0,10.0,60.0,50.0,70.0,40.0,BALVENIE
CRAIGELLACHIE 13 YEAR,Single Malt,SPEYSIDE,3.72,88.0,https://distiller.com/spirits/craigellachie-13,709,CRAIGELLACHIE,3,13,46.0,SWEET & SPICY,"{""smoky"":15,""peaty"":5,""spicy"":65,""herbal"":50,""oily"":15,""full_bodied"":45,""rich"":45,""sweet"":65,""briny"":5,""salty"":15,""vanilla"":35,""tart"":25,""fruity"":60,""floral"":20}",15.0,5.0,65.0,50.0,15.0,45.0,45.0,65.0,5.0,15.0,35.0,25.0,60.0,20.0,CRAIGELLACHIE
THE GLENLIVET NÀDURRA 16 YEAR,Single Malt,SPEYSIDE,3.85,89.0,https://distiller.com/spirits/the-glenlivet-16-nadurra,662,THE GLENLIVET,3,16,54.0,SPICY & RICH,"{""smoky"":40,""peaty"":10,""spicy"":80,""herbal"":60,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":60,""briny"":10,""salty"":10,""vanilla"":50,""tart"":50,""fruity"":60,""floral"":40}",40.0,10.0,80.0,60.0,40.0,70.0,70.0,60.0,10.0,10.0,50.0,50.0,60.0,40.0,GLENLIVET
GLENFARCLAS 105 CASK STRENGTH,Single Malt,HIGHLAND,3.8,89.0,https://distiller.com/spirits/glenfarclas-105-cask-strength,686,GLENFARCLAS,3,NAS,60.0,FRUITY & RICH,"{""smoky"":60,""peaty"":10,""spicy"":60,""herbal"":50,""oily"":20,""full_bodied"":60,""rich"":70,""sweet"":0,""briny"":10,""salty"":10,""vanilla"":40,""tart"":40,""fruity"":70,""floral"":20}",60.0,10.0,60.0,50.0,20.0,60.0,70.0,0.0,10.0,10.0,40.0,40.0,70.0,20.0,GLENFARCLAS
SPEYBURN 10 YEAR,Single Malt,HIGHLAND,3.2,85.0,https://distiller.com/spirits/speyburn-10-year,625,SPEYBURN,1,10,40.0,SWEET,"{""smoky"":10,""peaty"":0,""spicy"":5,""herbal"":15,""oily"":0,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":10,""tart"":15,""fruity"":20,""floral"":5}",10.0,0.0,5.0,15.0,0.0,50.0,50.0,60.0,0.0,0.0,10.0,15.0,20.0,5.0,SPEYBURN
GLENDRONACH ALLARDICE 18 YEAR,Single Malt,HIGHLAND,4.29,84.0,https://distiller.com/spirits/glendronach-allardice-18-year,649,GLENDRONACH,4,18,46.0,FRUITY & SPICY,"{""smoky"":30,""peaty"":0,""spicy"":70,""herbal"":50,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":50,""briny"":0,""salty"":20,""vanilla"":30,""tart"":20,""fruity"":70,""floral"":20}",30.0,0.0,70.0,50.0,30.0,60.0,60.0,50.0,0.0,20.0,30.0,20.0,70.0,20.0,GLENDRONACH
